Unique.Plant.YR.ID,Unique.Plant.ID,Year,Row.ID,Species,ID,Leaf.Sample,Unique.Sample.ID,Leaf.wet.mass.g,Leaf.dry.mass.g,Leaf.thickness.mm,Image.ID,Leaf.area.mm2,Sample.Date,Bud_Num,Flower_Num,FL_2_dia,Total_Inflor_Height_cm,Fruit_Num,Infor_Culm_Num,TOTAL_Reproduction,Phen_Score.y,Seed_mass_g.x,Height.cm.y,Width.long.cm.y,Width.90.cm.y,Num.Stem_repo_Culm.y,Herb_Score.y,Above.wet.biomass.g,Below.wet.biomass.g,Root.depth.cm,Root.lateral.cm,Above.dry.biomass.g,Below.dry.biomass.g,stem.1.dia.1.mm,stem.1.dia.2.mm,stem.1.length.mm,stem.1.wet.mass.g,stem.1.dry.mass.g,stem.2.dia.1.mm,stem.2.dia.2.mm,stem.2.length.mm,stem.2.wet.mass.g,stem.2.dry.mass.g,root.seg.dia.1.mm,root.seg.dia.2.mm,root.seg.length.mm,root.seg.wet.mass.g,root.seg.dry.mass.g,total.SLA.leaves.wet.mass.g,total.SLA.leaves.dry.mass.g,total.above.wet.mass.g,total.above.dry.mass.g,total.below.wet.mass.g,total.below.dry.mass.g,Scientific_Name,Life.form,Plant.Family,Native.Exotic,Life.History,NOTES,lat,lon,elev,block,Neighbor.Density,Shannon.index,Diversity,stem.volume.mm3,stem.dry.density.g.mm3,root.volume.mm3,root.dry.density.g.mm3,LDMC.dry.wet,SLA
KAGR_208_2021,KAGR_208,2021,287,KAGR,208,1,KAGR_208_1,0.192,0.0366,0.12,KAGR208L1,8.158,8/5/21,23,3,43,400,2,1,28,5,NA,40.5,41.5,35.2,4,1,20.2,0.577,7,13.6,3.8,0.1859,3.59,4.48,61.44,0.534,0.1105,NA,NA,NA,NA,NA,2.78,1.8,15.27,0.077,0.0261,1.172,0.2124,21.906,4.1229,0.654,0.212,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81715299,-111.511523,1076.126953,6,39,2.48490665,12,785.6482844,0.000140648,62.89264839,0.000414993,0.190625,222.8961749
SAIB_5_2020,SAIB_5,2020,445,SAIB,5,1,SAIB.5.1,0.005,0.0011,0.89,2020_09_11/IMG_0024,0.09,9/10/20,0,25,0.15,24,0,3,75,5,NA,16.4,24,20.5,3,1,64.31,2.67,7.1,8.8,17.59,0.96,5.7,5.1,30.46,0.693,0.326,NA,NA,NA,NA,NA,3.6,3.2,13.8,0.118,0.043,0.007,0.002,65.01,17.918,2.788,1.003,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81701503,-111.510429,1072.382202,2,14,1.098612289,3,697.6013301,0.000467316,125.2929982,0.000343196,0.22,81.81818182
SAIB_5_2020,SAIB_5,2020,447,SAIB,5,3,SAIB.5.3,0.001,0.0005,0.86,2020_09_11/IMG_0026,0.045,9/10/20,0,25,0.15,24,0,3,75,5,NA,16.4,24,20.5,3,1,64.31,2.67,7.1,8.8,17.59,0.96,5.7,5.1,30.46,0.693,0.326,NA,NA,NA,NA,NA,3.6,3.2,13.8,0.118,0.043,0.007,0.002,65.01,17.918,2.788,1.003,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81701503,-111.510429,1072.382202,2,14,1.098612289,3,697.6013301,0.000467316,125.2929982,0.000343196,0.5,90
SAIB_5_2020,SAIB_5,2020,446,SAIB,5,2,SAIB.5.2,0.001,0.0004,0.81,2020_09_11/IMG_0025,0.039,9/10/20,0,25,0.15,24,0,3,75,5,NA,16.4,24,20.5,3,1,64.31,2.67,7.1,8.8,17.59,0.96,5.7,5.1,30.46,0.693,0.326,NA,NA,NA,NA,NA,3.6,3.2,13.8,0.118,0.043,0.007,0.002,65.01,17.918,2.788,1.003,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81701503,-111.510429,1072.382202,2,14,1.098612289,3,697.6013301,0.000467316,125.2929982,0.000343196,0.4,97.5
SIDA_RED82_2020,SIDA_RED82,2020,788,SIDA,RED82,2,SIDA.RED82.2,0.01,0.005,0.28,2020_10_07/IMG_0018,0.417,9/23/20,0,0,NA,NA,0,3,0,2,0.001,14.6,14,9.5,3,3,0.98,0.94,7.2,3.5,0.48,0.35,0.87,0.79,22.13,0.013,0.007,NA,NA,NA,NA,NA,4.46,5.16,15.33,1.63,0.069,0.017,0.01,1.01,0.497,2.57,0.419,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81566998,-111.511881,1083.746216,3,9,1.098612289,3,11.97367539,0.000584616,278.5622034,0.000247701,0.5,83.4
SIDA_RED82_2020,SIDA_RED82,2020,787,SIDA,RED82,1,SIDA.RED82.1,0.007,0.005,0.24,2020_10_07/IMG_0017,0.519,9/23/20,0,0,NA,NA,0,3,0,2,0.001,14.6,14,9.5,3,3,0.98,0.94,7.2,3.5,0.48,0.35,0.87,0.79,22.13,0.013,0.007,NA,NA,NA,NA,NA,4.46,5.16,15.33,1.63,0.069,0.017,0.01,1.01,0.497,2.57,0.419,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81566998,-111.511881,1083.746216,3,9,1.098612289,3,11.97367539,0.000584616,278.5622034,0.000247701,0.714285714,103.8
SAIB_12C_2021,SAIB_12C,2021,358,SAIB,12C,2,SAIB_12C_2,NA,NA,NA,,NA,NA,0,0,NA,Collected,179,NA,0,NA,0.00072,NA,NA,NA,NA,NA,11.7,0.7,7.7,6,7.1,0.2,4.23,4.11,18.77,0.148,0.093,NA,NA,NA,NA,NA,4.16,3.02,19.53,0.194,0.1215,0,0,11.848,7.193,0.894,0.3215,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,NA,NA,NA,NA,23,1.609437912,5,256.345834,0.000362791,197.6883251,0.000614604,NA,NA
SAIB_12C_2021,SAIB_12C,2021,357,SAIB,12C,1,SAIB_12C_1,NA,NA,NA,,NA,NA,0,0,NA,Collected,179,NA,0,NA,0.00072,NA,NA,NA,NA,NA,11.7,0.7,7.7,6,7.1,0.2,4.23,4.11,18.77,0.148,0.093,NA,NA,NA,NA,NA,4.16,3.02,19.53,0.194,0.1215,0,0,11.848,7.193,0.894,0.3215,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,NA,NA,NA,NA,23,1.609437912,5,256.345834,0.000362791,197.6883251,0.000614604,NA,NA
ERLE_9_2020,ERLE_9,2020,509,ERLE,9,2,ERLE.9.2,0.077,0.03,0.18,2020_09_14/IMG_0030,4.101,9/11/20,0,0,NA,NA,0,0,0,2,NA,31.4,34.2,32.2,0,1,11.04,6.5,7.8,8.1,5.8,2.67,1.12,1.03,33.44,0.032,0.022,NA,NA,NA,NA,NA,0.55,0.33,24.75,0.005,0.0024,0.158,0.061,11.23,5.883,6.505,2.6724,Eragrostis.lehmanniana,Grass,Poaceae,Exotic,Perennial,NA,NA,NA,NA,NA,19,1.609437912,5,30.35100517,0.000724852,3.76331384,0.000637736,0.38961039,136.7
ERLE_9_2020,ERLE_9,2020,508,ERLE,9,1,ERLE.9.1,0.081,0.031,0.19,2020_09_14/IMG_0029,4.349,9/11/20,0,0,NA,NA,0,0,0,2,NA,31.4,34.2,32.2,0,1,11.04,6.5,7.8,8.1,5.8,2.67,1.12,1.03,33.44,0.032,0.022,NA,NA,NA,NA,NA,0.55,0.33,24.75,0.005,0.0024,0.158,0.061,11.23,5.883,6.505,2.6724,Eragrostis.lehmanniana,Grass,Poaceae,Exotic,Perennial,NA,NA,NA,NA,NA,19,1.609437912,5,30.35100517,0.000724852,3.76331384,0.000637736,0.382716049,140.2903226
SAIB_12B_2021,SAIB_12B,2021,355,SAIB,12B,2,SAIB_12B_2,NA,NA,NA,,NA,9/22/21,0,0,2,840,173,39,6747, 6/7,0.00088,84,49,42,2,2,23.1,1.6,8,7.2,16.7,0.7,4.83,4.72,31.31,0.358,0.261,NA,NA,NA,NA,NA,5.84,3.38,27.85,0.431,0.2801,0,0,23.458,16.961,2.031,0.9801,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81556596,-111.510492,1079.050415,4,23,1.609437912,5,560.6859854,0.000465501,464.8543846,0.000602554,NA,NA
SAIB_12B_2021,SAIB_12B,2021,356,SAIB,12B,1,SAIB_12B_1,NA,NA,NA,,NA,9/22/21,0,0,2,840,173,39,6747, 6/7,0.00088,84,49,42,2,2,23.1,1.6,8,7.2,16.7,0.7,4.83,4.72,31.31,0.358,0.261,NA,NA,NA,NA,NA,5.84,3.38,27.85,0.431,0.2801,0,0,23.458,16.961,2.031,0.9801,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81556596,-111.510492,1079.050415,4,23,1.609437912,5,560.6859854,0.000465501,464.8543846,0.000602554,NA,NA
AMCO_11_2020,AMCO_11,2020,519,AMCO,11,2,AMCO.11.2,0.114,0.032,0.33,2020_09_15/IMG_0004,2.978,9/10/20,0,0,NA,NA,0,1,0,2,NA,11.8,9.2,5.8,1,3,1.12,0.64,8.2,13.1,0.38,0.26,2.07,1.96,14.76,0.057,0.023,NA,NA,NA,NA,NA,2.51,2.45,14.46,0.076,0.033,0.242,0.064,1.419,0.467,0.716,0.293,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.818606,-111.510398,1061.886353,1,109,1.609437912,5,47.06806449,0.000488654,69.84921602,0.000472446,0.280701754,93.0625
AMCO_11_2020,AMCO_11,2020,518,AMCO,11,1,AMCO.11.1,0.128,0.032,0.38,2020_09_15/IMG_0003,3.245,9/10/20,0,0,NA,NA,0,1,0,2,NA,11.8,9.2,5.8,1,3,1.12,0.64,8.2,13.1,0.38,0.26,2.07,1.96,14.76,0.057,0.023,NA,NA,NA,NA,NA,2.51,2.45,14.46,0.076,0.033,0.242,0.064,1.419,0.467,0.716,0.293,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.818606,-111.510398,1061.886353,1,109,1.609437912,5,47.06806449,0.000488654,69.84921602,0.000472446,0.25,101.40625
SAIB_63_2020,SAIB_63,2020,499,SAIB,63,2,SAIB.63.2,0.006,0.0014,0.81,2020_09_14/IMG_0020,0.101,9/11/20,0,0,NA,NA,0,1,0,2,NA,23.7,19.2,18.7,1,1,16.4,0.78,8.2,10.5,4.45,0.22,4.1,5.7,32,0.5,0.235,NA,NA,NA,NA,NA,4,4.7,19.4,0.25,0.109,0.016,0.0036,16.916,4.6886,1.03,0.329,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81702601,-111.511611,1080.803223,6,9,1.098612289,3,603.4371169,0.000389436,288.3169169,0.000378056,0.233333333,72.14285714
SAIB_63_2020,SAIB_63,2020,498,SAIB,63,1,SAIB.63.1,0.01,0.0022,0.82,2020_09_14/IMG_0019,0.166,9/11/20,0,0,NA,NA,0,1,0,2,NA,23.7,19.2,18.7,1,1,16.4,0.78,8.2,10.5,4.45,0.22,4.1,5.7,32,0.5,0.235,NA,NA,NA,NA,NA,4,4.7,19.4,0.25,0.109,0.016,0.0036,16.916,4.6886,1.03,0.329,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81702601,-111.511611,1080.803223,6,9,1.098612289,3,603.4371169,0.000389436,288.3169169,0.000378056,0.22,75.45454545
MATA_59_2020,MATA_59,2020,644,MATA,59,2,MATA.59.2,0.005,0.0036,0.23,2020_09_29/IMG_0044,0.296,9/19/20,8,3,NA,24,2,1,13,5,NA,25,27.9,24.2,1,2,15.61,1.14,8.2,2.1,6.59,0.5,1.77,1.72,35.6,0.108,0.056,NA,NA,NA,NA,NA,2.01,2.9,10.05,0.039,0.023,0.008,0.0057,15.726,6.6517,1.179,0.523,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.81706599,-111.511728,1080.065674,6,12,1.098612289,3,85.13943071,0.000657745,47.57282438,0.000483469,0.72,82.22222222
MATA_59_2020,MATA_59,2020,643,MATA,59,1,MATA.59.1,0.003,0.0021,0.13,2020_09_29/IMG_0043,0.178,9/19/20,8,3,NA,24,2,1,13,5,NA,25,27.9,24.2,1,2,15.61,1.14,8.2,2.1,6.59,0.5,1.77,1.72,35.6,0.108,0.056,NA,NA,NA,NA,NA,2.01,2.9,10.05,0.039,0.023,0.008,0.0057,15.726,6.6517,1.179,0.523,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.81706599,-111.511728,1080.065674,6,12,1.098612289,3,85.13943071,0.000657745,47.57282438,0.000483469,0.7,84.76190476
KAGR_212_2021,KAGR_212,2021,303,KAGR,212,1,KAGR_212_1,0.146,0.0469,0.13,KAGR212L1,7.923,8/6/21,64,0,.,410,16,1,80,5,NA,40.5,97,81,4,1,88.8,2.9,8.4,12.3,16.3,0.6,4.08,4.26,82.1,1.105,0.2169,NA,NA,NA,NA,NA,4.07,4.51,25.05,0.311,0.0796,1.062,0.2646,90.967,16.7815,3.211,0.6796,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81857096,-111.510459,1072.27832,1,28,2.397895273,11,1121.256951,0.000193444,362.0863858,0.000219837,0.321232877,168.9339019
KAGR_212_2021,KAGR_212,2021,304,KAGR,212,1,KAGR_212_1,0.146,0.0469,0.13,KAGR212L1,7.923,8/6/21,64,0,.,410,16,1,80,5,NA,40.5,97,81,4,1,88.8,2.9,8.4,12.3,16.3,0.6,4.08,4.26,82.1,1.105,0.2169,NA,NA,NA,NA,NA,4.07,4.51,25.05,0.311,0.0796,1.062,0.2646,90.967,16.7815,3.211,0.6796,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81857096,-111.510459,1072.27832,1,28,2.397895273,11,1121.256951,0.000193444,362.0863858,0.000219837,0.321232877,168.9339019
KAGR_212_2021,KAGR_212,2021,306,KAGR,212,2,KAGR_212_2,0.385,0.0854,0.09,KAGR212L2,16.943,8/6/21,64,0,.,410,16,1,80,5,NA,40.5,97,81,4,1,88.8,2.9,8.4,12.3,16.3,0.6,4.08,4.26,82.1,1.105,0.2169,NA,NA,NA,NA,NA,4.07,4.51,25.05,0.311,0.0796,1.062,0.2646,90.967,16.7815,3.211,0.6796,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81857096,-111.510459,1072.27832,1,28,2.397895273,11,1121.256951,0.000193444,362.0863858,0.000219837,0.221818182,198.3957845
KAGR_212_2021,KAGR_212,2021,305,KAGR,212,2,KAGR_212_2,0.385,0.0854,0.09,KAGR212L2,16.943,8/6/21,64,0,.,410,16,1,80,5,NA,40.5,97,81,4,1,88.8,2.9,8.4,12.3,16.3,0.6,4.08,4.26,82.1,1.105,0.2169,NA,NA,NA,NA,NA,4.07,4.51,25.05,0.311,0.0796,1.062,0.2646,90.967,16.7815,3.211,0.6796,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81857096,-111.510459,1072.27832,1,28,2.397895273,11,1121.256951,0.000193444,362.0863858,0.000219837,0.221818182,198.3957845
AMCO_1A_2021,AMCO_1A,2021,14,AMCO,1A,1,AMCO_1A_1,0.064,0.0237,0.32,IMG207,2.392,9/15/21,0,0,0.5,645,32,19,608, 5/6,NA,60,32,13,1,1,11.4,1.6,8.5,18,5,0.9,2.52,2.7,21.82,0.13,0.0731,NA,NA,NA,NA,NA,2.75,2.15,15.06,0.074,0.0427,0.161,0.0625,11.691,5.1356,1.674,0.9427,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.81720999,-111.511615,1074.921143,6,90,2.397895273,11,116.7416003,0.000626169,70.99814829,0.000601424,0.3703125,100.92827
AMCO_1A_2021,AMCO_1A,2021,13,AMCO,1A,2,AMCO_1A_2,0.097,0.0388,0.33,IMG208,3.931,9/15/21,0,0,0.5,645,32,19,608, 5/6,NA,60,32,13,1,1,11.4,1.6,8.5,18,5,0.9,2.52,2.7,21.82,0.13,0.0731,NA,NA,NA,NA,NA,2.75,2.15,15.06,0.074,0.0427,0.161,0.0625,11.691,5.1356,1.674,0.9427,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.81720999,-111.511615,1074.921143,6,90,2.397895273,11,116.7416003,0.000626169,70.99814829,0.000601424,0.4,101.314433
FAME_1944_2020,FAME_1944,2020,552,FAME,1944,2,FAME.1944.2,0.107,0.015,0.45,2020_09_16/IMG_0016,1.426,9/16/20,0,0,NA,NA,0,3,0,2,NA,12.2,17,10.1,3,1,6.43,14.65,8.6,2.6,0.64,2.65,2.4,2.34,23.29,0.114,0.015,NA,NA,NA,NA,NA,9.7,10.16,8.07,0.625,0.113,0.208,0.026,6.752,0.681,15.275,2.763,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81543998,-111.510569,1074.260864,4,36,2.079441542,8,102.7439036,0.000145994,624.9739464,0.000180808,0.140186916,95.06666667
FAME_1944_2020,FAME_1944,2020,551,FAME,1944,1,FAME.1944.1,0.101,0.011,0.54,2020_09_16/IMG_0015,1.4,9/16/20,0,0,NA,NA,0,3,0,2,NA,12.2,17,10.1,3,1,6.43,14.65,8.6,2.6,0.64,2.65,2.4,2.34,23.29,0.114,0.015,NA,NA,NA,NA,NA,9.7,10.16,8.07,0.625,0.113,0.208,0.026,6.752,0.681,15.275,2.763,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81543998,-111.510569,1074.260864,4,36,2.079441542,8,102.7439036,0.000145994,624.9739464,0.000180808,0.108910891,127.2727273
FAME_RED86_2020,FAME_RED86,2020,573,FAME,RED86,1,FAME.RED86.1,0.101,0.01,0.66,2020_09_22/IMG_0005,1.368,9/18/20,1,0,NA,16.6,0,1,1,3,NA,16.6,7,5.1,1,1,1.71,8.64,8.6,2.5,0.19,2.07,2.14,2.56,18.83,0.108,0.011,NA,NA,NA,NA,NA,13.28,11,16.26,1.773,0.324,0.17,0.017,1.988,0.218,10.413,2.394,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,NA,NA,NA,NA,25,1.386294361,4,81.67251436,0.000134684,1882.122108,0.000172146,0.099009901,136.8
FAME_RED86_2020,FAME_RED86,2020,574,FAME,RED86,2,FAME.RED86.2,0.069,0.007,0.56,2020_09_22/IMG_0006,1.066,9/18/20,1,0,NA,16.6,0,1,1,3,NA,16.6,7,5.1,1,1,1.71,8.64,8.6,2.5,0.19,2.07,2.14,2.56,18.83,0.108,0.011,NA,NA,NA,NA,NA,13.28,11,16.26,1.773,0.324,0.17,0.017,1.988,0.218,10.413,2.394,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,NA,NA,NA,NA,25,1.386294361,4,81.67251436,0.000134684,1882.122108,0.000172146,0.101449275,152.2857143
KAGR_202_2021,KAGR_202,2021,262,KAGR,202,1,KAGR_202_1,0.196,0.0531,0.12,KAGR202L1,10.784,8/5/21,25,3,54,589,1,1,29,5,NA,53.2,46.2,31.2,2,1,17.2,0.7,8.6,7.8,3.1,0.2,2.38,2.8,62.57,0.299,0.0586,NA,NA,NA,NA,NA,2.7,3.75,12.66,0.119,0.0312,0.686,0.1742,18.185,3.3328,0.819,0.2312,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81722399,-111.510336,1066.543335,2,24,2.197224577,9,329.6518858,0.000177763,103.4148782,0.000301697,0.270918367,203.0885122
KAGR_202_2021,KAGR_202,2021,263,KAGR,202,1,KAGR_202_1,0.196,0.0531,0.12,KAGR202L1,10.784,8/5/21,25,3,54,589,1,1,29,5,NA,53.2,46.2,31.2,2,1,17.2,0.7,8.6,7.8,3.1,0.2,2.38,2.8,62.57,0.299,0.0586,NA,NA,NA,NA,NA,2.7,3.75,12.66,0.119,0.0312,0.686,0.1742,18.185,3.3328,0.819,0.2312,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81722399,-111.510336,1066.543335,2,24,2.197224577,9,329.6518858,0.000177763,103.4148782,0.000301697,0.270918367,203.0885122
KAGR_202_2021,KAGR_202,2021,261,KAGR,202,2,KAGR_202_2,0.147,0.034,0.13,KAGR202L2,7.484,8/5/21,25,3,54,589,1,1,29,5,NA,53.2,46.2,31.2,2,1,17.2,0.7,8.6,7.8,3.1,0.2,2.38,2.8,62.57,0.299,0.0586,NA,NA,NA,NA,NA,2.7,3.75,12.66,0.119,0.0312,0.686,0.1742,18.185,3.3328,0.819,0.2312,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81722399,-111.510336,1066.543335,2,24,2.197224577,9,329.6518858,0.000177763,103.4148782,0.000301697,0.231292517,220.1176471
KAGR_202_2021,KAGR_202,2021,260,KAGR,202,2,KAGR_202_2,0.147,0.034,0.13,KAGR202L2,7.484,8/5/21,25,3,54,589,1,1,29,5,NA,53.2,46.2,31.2,2,1,17.2,0.7,8.6,7.8,3.1,0.2,2.38,2.8,62.57,0.299,0.0586,NA,NA,NA,NA,NA,2.7,3.75,12.66,0.119,0.0312,0.686,0.1742,18.185,3.3328,0.819,0.2312,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81722399,-111.510336,1066.543335,2,24,2.197224577,9,329.6518858,0.000177763,103.4148782,0.000301697,0.231292517,220.1176471
SIDA_906_2020,SIDA_906,2020,615,SIDA,906,1,SIDA.906.1,0.019,0.005,0.32,2020_09_29/IMG_0019,0.466,9/19/20,0,0,NA,NA,0,5,0,2,NA,17.7,10,8.8,5,3,1.23,0.99,9.1,5.7,0.5,0.37,0.72,0.7,18.9,0.009,0.006,NA,NA,NA,NA,NA,4.33,3.54,18.78,0.191,0.087,0.036,0.01,1.275,0.516,1.181,0.457,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81712097,-111.51017,1076.276855,2,11,0.693147181,2,7.482873148,0.000801831,228.3888736,0.000380929,0.263157895,93.2
SIDA_906_2020,SIDA_906,2020,616,SIDA,906,2,SIDA.906.2,0.017,0.005,0.31,2020_09_29/IMG_0020,0.473,9/19/20,0,0,NA,NA,0,5,0,2,NA,17.7,10,8.8,5,3,1.23,0.99,9.1,5.7,0.5,0.37,0.72,0.7,18.9,0.009,0.006,NA,NA,NA,NA,NA,4.33,3.54,18.78,0.191,0.087,0.036,0.01,1.275,0.516,1.181,0.457,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81712097,-111.51017,1076.276855,2,11,0.693147181,2,7.482873148,0.000801831,228.3888736,0.000380929,0.294117647,94.6
AMCO_6_2020,AMCO_6,2020,523,AMCO,6,2,AMCO.6.2,0.023,0.01,0.3,2020_09_15/IMG_0008,0.558,9/10/20,0,0,NA,NA,0,3,0,2,NA,8.8,7.5,6.2,3,1,1.9,0.5,9.2,3.1,0.97,0.2,1.5,1.2,13.7,0.021,0.014,NA,NA,NA,NA,NA,2.6,2.3,7.5,0.027,0.014,0.048,0.019,1.969,1.003,0.527,0.214,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.81705099,-111.510358,1073.287231,2,11,0.693147181,2,19.61001769,0.000713921,35.35764357,0.000395954,0.434782609,55.8
AMCO_6_2020,AMCO_6,2020,522,AMCO,6,1,AMCO.6.1,0.025,0.009,0.28,2020_09_15/IMG_0007,0.668,9/10/20,0,0,NA,NA,0,3,0,2,NA,8.8,7.5,6.2,3,1,1.9,0.5,9.2,3.1,0.97,0.2,1.5,1.2,13.7,0.021,0.014,NA,NA,NA,NA,NA,2.6,2.3,7.5,0.027,0.014,0.048,0.019,1.969,1.003,0.527,0.214,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.81705099,-111.510358,1073.287231,2,11,0.693147181,2,19.61001769,0.000713921,35.35764357,0.000395954,0.36,74.22222222
SAIB_15_2020,SAIB_15,2020,420,SAIB,15,.,.,.,.,.,.,.,.,0,0,NA,NA,0,1,0,2,NA,16.2,12,7.1,1,1,45.9,0.15,10.1,1.5,1.79,0.08,2.7,3.4,30,0.19,0.096,NA,NA,NA,NA,NA,1.2,1.3,12,0.019,0.01,0,0,46.09,1.886,0.169,0.09,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81864698,-111.510344,1063.698364,1,1,0,1,219.1849925,0.000437986,14.72621556,0.000679061,NA,NA
SAIB_1990_2020,SAIB_1990,2020,438,SAIB,1990,2,SAIB.1990.2,0.01,0.0023,0.94,2020_09_11/IMG_0017,0.109,9/10/20,0,0,NA,NA,0,4,0,2,NA,24.5,23.7,20.5,4,1,29.37,1.25,10.2,3.9,6.9,0.39,3.1,3.1,17.3,0.16,0.059,NA,NA,NA,NA,NA,3.8,4.3,15.2,0.235,0.083,0.038,0.008,29.568,6.967,1.485,0.473,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81804902,-111.511958,1072.314819,8,7,1.098612289,3,130.5748009,0.000451848,195.8138993,0.000423872,0.23,47.39130435
SAIB_1990_2020,SAIB_1990,2020,437,SAIB,1990,1,SAIB.1990.1,0.016,0.0031,1.11,2020_09_11/IMG_0016,0.173,9/10/20,0,0,NA,NA,0,4,0,2,NA,24.5,23.7,20.5,4,1,29.37,1.25,10.2,3.9,6.9,0.39,3.1,3.1,17.3,0.16,0.059,NA,NA,NA,NA,NA,3.8,4.3,15.2,0.235,0.083,0.038,0.008,29.568,6.967,1.485,0.473,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81804902,-111.511958,1072.314819,8,7,1.098612289,3,130.5748009,0.000451848,195.8138993,0.000423872,0.19375,55.80645161
SAIB_1990_2020,SAIB_1990,2020,439,SAIB,1990,3,SAIB.1990.3,0.012,0.0026,0.9,2020_09_11/IMG_0018,0.146,9/10/20,0,0,NA,NA,0,4,0,2,NA,24.5,23.7,20.5,4,1,29.37,1.25,10.2,3.9,6.9,0.39,3.1,3.1,17.3,0.16,0.059,NA,NA,NA,NA,NA,3.8,4.3,15.2,0.235,0.083,0.038,0.008,29.568,6.967,1.485,0.473,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81804902,-111.511958,1072.314819,8,7,1.098612289,3,130.5748009,0.000451848,195.8138993,0.000423872,0.216666667,56.15384615
HETERO_12A_2021,HETERO_12A,2021,227,HETERO,12A,2,HETERO_12A_2,0.083,0.0395,0.19,IMG322,7.814,9/23/21,0,0,0,0,0,0,0,3,NA,44,31.5,29,0,0,0.5,0.205,10.5,7.8,0.2,0.1079,0.92,1.42,51.22,0.056,0.0324,NA,NA,NA,NA,NA,0.95,0.57,37.13,0.017,0.0087,0.139,0.0642,0.695,0.2966,0.222,0.1166,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81559798,-111.511021,1077.023926,7,30,2.197224577,9,55.06823778,0.000588361,16.84387521,0.000516508,0.475903614,197.8227848
HETERO_12A_2021,HETERO_12A,2021,226,HETERO,12A,1,HETERO_12A_1,0.056,0.0247,0.11,IMG321,6.307,9/23/21,0,0,0,0,0,0,0,3,NA,44,31.5,29,0,0,0.5,0.205,10.5,7.8,0.2,0.1079,0.92,1.42,51.22,0.056,0.0324,NA,NA,NA,NA,NA,0.95,0.57,37.13,0.017,0.0087,0.139,0.0642,0.695,0.2966,0.222,0.1166,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81559798,-111.511021,1077.023926,7,30,2.197224577,9,55.06823778,0.000588361,16.84387521,0.000516508,0.441071429,255.3441296
